datetime,date,year,month,day,hour,day_of_week,is_weekend,season,city,station,latitude,longitude,pm25,pm10,no2,so2,co,o3,temperature,humidity,wind_speed,visibility,aqi,aqi_category
2020-01-15 18:00:00,2020-01-15,2020,1,15,18,Wednesday,0.0,winter,Delhi,"Jahangirpuri, Delhi",28.7299,77.1718,313.3,558.3,137.0,28.8,5.34,17.5,15.0,51.0,6.7,1.0,500.0,Severe
2020-01-15 23:00:00,2020-01-15,2020,1,15,23,Wednesday,0.0,winter,Delhi,"Jahangirpuri, Delhi",28.7299,77.1718,337.3,572.6,115.0,29.7,5.16,12.2,14.0,51.0,5.3,0.8,500.0,Severe
2020-01-15 06:00:00,2020-01-15,2020,1,15,6,Wednesday,0.0,winter,Delhi,"Wazirpur, Delhi",28.6999,77.1653,444.3,902.1,157.6,54.3,5.76,13.1,8.0,100.0,2.6,0.3,500.0,Severe
2020-01-15 12:00:00,2020-01-15,2020,1,15,12,Wednesday,0.0,winter,Delhi,"Wazirpur, Delhi",28.6999,77.1653,245.1,488.1,73.6,23.2,3.51,26.1,20.3,57.0,5.8,1.0,473.0,Severe
2020-01-15 18:00:00,2020-01-15,2020,1,15,18,Wednesday,0.0,winter,Delhi,"Wazirpur, Delhi",28.6999,77.1653,323.3,601.3,130.8,40.4,5.56,12.8,15.0,53.0,6.6,0.8,500.0,Severe
2020-01-15 23:00:00,2020-01-15,2020,1,15,23,Wednesday,0.0,winter,Delhi,"Wazirpur, Delhi",28.6999,77.1653,396.2,655.3,163.8,51.9,5.78,15.7,13.4,52.0,5.5,0.6,500.0,Severe
2020-01-15 06:00:00,2020-01-15,2020,1,15,6,Wednesday,0.0,winter,Delhi,"Bawana, Delhi",28.7762,77.051,420.5,686.1,173.7,51.8,6.8,16.2,7.8,100.0,3.9,0.5,500.0,Severe
2020-01-15 12:00:00,2020-01-15,2020,1,15,12,Wednesday,0.0,winter,Delhi,"Bawana, Delhi",28.7762,77.051,304.9,657.5,86.3,33.8,5.33,14.2,17.9,59.0,7.3,0.5,500.0,Severe
2020-01-15 18:00:00,2020-01-15,2020,1,15,18,Wednesday,0.0,winter,Delhi,"Bawana, Delhi",28.7762,77.051,300.2,524.6,172.8,32.2,6.95,17.5,13.5,57.0,4.7,0.8,500.0,Severe
2020-01-15 23:00:00,2020-01-15,2020,1,15,23,Wednesday,0.0,winter,Delhi,"Bawana, Delhi",28.7762,77.051,322.5,550.5,131.0,26.9,4.81,15.9,14.8,53.0,5.8,1.0,500.0,Severe
2020-01-15 06:00:00,2020-01-15,2020,1,15,6,Wednesday,0.0,winter,Delhi,"ITO, Delhi",28.6289,77.2414,330.0,718.7,99.7,21.4,5.24,14.1,8.4,100.0,2.9,0.9,500.0,Severe
2020-01-15 12:00:00,2020-01-15,2020,1,15,12,Wednesday,0.0,winter,Delhi,"ITO, Delhi",28.6289,77.2414,250.9,514.1,93.9,15.3,4.15,28.7,18.5,49.0,9.9,1.4,500.0,Severe
2020-01-15 18:00:00,2020-01-15,2020,1,15,18,Wednesday,0.0,winter,Delhi,"ITO, Delhi",28.6289,77.2414,320.7,642.1,140.5,27.6,7.32,15.4,12.8,46.0,6.0,0.6,500.0,Severe
2020-01-15 23:00:00,2020-01-15,2020,1,15,23,Wednesday,0.0,winter,Delhi,"ITO, Delhi",28.6289,77.2414,311.6,661.1,129.4,29.3,4.17,17.3,15.0,58.0,4.9,0.9,500.0,Severe
2020-01-15 06:00:00,2020-01-15,2020,1,15,6,Wednesday,0.0,winter,Delhi,"Punjabi Bagh, Delhi",28.6683,77.1311,345.4,606.0,118.0,19.8,5.74,13.0,9.2,100.0,3.9,1.1,500.0,Severe
2020-01-15 12:00:00,2020-01-15,2020,1,15,12,Wednesday,0.0,winter,Delhi,"Punjabi Bagh, Delhi",28.6683,77.1311,230.4,446.3,84.5,19.8,3.6,26.4,18.5,64.0,10.4,2.2,420.0,Severe
2020-01-15 18:00:00,2020-01-15,2020,1,15,18,Wednesday,0.0,winter,Delhi,"Punjabi Bagh, Delhi",28.6683,77.1311,331.5,596.5,198.4,33.5,5.75,12.1,15.2,52.0,5.9,1.1,500.0,Severe
2020-01-15 23:00:00,2020-01-15,2020,1,15,23,Wednesday,0.0,winter,Delhi,"Punjabi Bagh, Delhi",28.6683,77.1311,302.4,561.0,87.6,24.9,4.27,17.1,15.6,56.0,5.8,0.8,500.0,Severe
2020-01-15 06:00:00,2020-01-15,2020,1,15,6,Wednesday,0.0,winter,Delhi,"Okhla Phase 2, Delhi",28.5308,77.271,387.7,817.5,131.8,39.4,5.53,16.0,8.7,100.0,3.1,0.7,500.0,Severe
2020-01-15 12:00:00,2020-01-15,2020,1,15,12,Wednesday,0.0,winter,Delhi,"Okhla Phase 2, Delhi",28.5308,77.271,281.3,454.3,103.1,18.2,3.98,20.2,17.6,64.0,8.7,2.0,430.0,Severe
2020-01-15 18:00:00,2020-01-15,2020,1,15,18,Wednesday,0.0,winter,Delhi,"Okhla Phase 2, Delhi",28.5308,77.271,275.3,446.6,139.9,18.9,4.63,22.5,12.6,62.0,3.8,2.8,421.0,Severe
2020-01-15 23:00:00,2020-01-15,2020,1,15,23,Wednesday,0.0,winter,Delhi,"Okhla Phase 2, Delhi",28.5308,77.271,320.2,592.0,95.4,30.3,5.32,16.9,14.2,56.0,4.5,0.9,500.0,Severe
2020-01-15 06:00:00,2020-01-15,2020,1,15,6,Wednesday,0.0,winter,Delhi,"Shadipur, Delhi",28.6519,77.1579,314.0,601.5,123.5,29.4,4.92,12.6,8.4,100.0,2.8,1.2,500.0,Severe
2020-01-15 12:00:00,2020-01-15,2020,1,15,12,Wednesday,0.0,winter,Delhi,"Shadipur, Delhi",28.6519,77.1579,249.2,422.5,75.3,20.6,4.24,22.5,17.3,61.0,6.1,1.4,399.0,Very Poor
2020-01-15 18:00:00,2020-01-15,2020,1,15,18,Wednesday,0.0,winter,Delhi,"Shadipur, Delhi",28.6519,77.1579,319.0,512.0,144.6,26.2,7.0,12.1,16.0,62.0,4.8,1.0,500.0,Severe
2020-01-15 23:00:00,2020-01-15,2020,1,15,23,Wednesday,0.0,winter,Delhi,"Shadipur, Delhi",28.6519,77.1579,299.2,592.0,96.7,20.6,5.36,28.9,13.9,49.0,4.1,1.6,500.0,Severe
2020-01-15 06:00:00,2020-01-15,2020,1,15,6,Wednesday,0.0,winter,Delhi,"Rohini, Delhi",28.7495,77.0565,346.1,613.5,141.5,31.1,4.97,12.8,7.2,100.0,3.7,1.3,500.0,Severe
2020-01-15 12:00:00,2020-01-15,2020,1,15,12,Wednesday,0.0,winter,Delhi,"Rohini, Delhi",28.7495,77.0565,242.7,433.5,68.6,16.2,3.68,25.3,20.1,51.0,6.5,1.2,404.0,Severe
2020-01-15 18:00:00,2020-01-15,2020,1,15,18,Wednesday,0.0,winter,Delhi,"Rohini, Delhi",28.7495,77.0565,239.3,405.3,138.9,22.4,4.72,29.2,14.9,62.0,5.2,1.5,392.0,Very Poor
2020-01-15 23:00:00,2020-01-15,2020,1,15,23,Wednesday,0.0,winter,Delhi,"Rohini, Delhi",28.7495,77.0565,338.5,635.0,122.5,30.0,4.2,12.8,12.0,60.0,5.4,0.9,500.0,Severe
2020-01-15 06:00:00,2020-01-15,2020,1,15,6,Wednesday,0.0,winter,Delhi,"RK Puram, Delhi",28.5631,77.1851,353.6,660.0,140.7,30.2,5.33,15.5,7.3,100.0,3.3,1.1,500.0,Severe
2020-01-15 12:00:00,2020-01-15,2020,1,15,12,Wednesday,0.0,winter,Delhi,"RK Puram, Delhi",28.5631,77.1851,200.2,413.0,68.4,18.7,2.43,23.8,18.7,57.0,9.2,2.0,379.0,Very Poor
2020-01-15 18:00:00,2020-01-15,2020,1,15,18,Wednesday,0.0,winter,Delhi,"RK Puram, Delhi",28.5631,77.1851,284.8,462.3,124.5,28.9,5.0,26.2,14.7,64.0,4.8,2.8,440.0,Severe
2020-01-15 23:00:00,2020-01-15,2020,1,15,23,Wednesday,0.0,winter,Delhi,"RK Puram, Delhi",28.5631,77.1851,304.4,487.1,123.6,22.5,4.54,13.7,13.9,64.0,4.7,1.4,471.0,Severe
2020-01-15 06:00:00,2020-01-15,2020,1,15,6,Wednesday,0.0,winter,Delhi,"Siri Fort, Delhi",28.5535,77.2167,316.7,671.8,129.1,20.8,4.81,16.6,8.0,100.0,2.4,1.1,500.0,Severe
2020-01-15 12:00:00,2020-01-15,2020,1,15,12,Wednesday,0.0,winter,Delhi,"Siri Fort, Delhi",28.5535,77.2167,183.2,379.8,55.1,12.6,2.73,35.1,18.7,51.0,6.9,3.5,349.0,Very Poor
2020-01-15 18:00:00,2020-01-15,2020,1,15,18,Wednesday,0.0,winter,Delhi,"Siri Fort, Delhi",28.5535,77.2167,230.2,484.1,130.1,16.4,5.36,20.6,13.5,54.0,5.3,2.8,468.0,Severe
2020-01-15 23:00:00,2020-01-15,2020,1,15,23,Wednesday,0.0,winter,Delhi,"Siri Fort, Delhi",28.5535,77.2167,293.9,572.4,83.1,29.1,4.26,20.8,15.4,54.0,3.5,2.2,500.0,Severe
2020-01-15 06:00:00,2020-01-15,2020,1,15,6,Wednesday,0.0,winter,Delhi,"Dwarka Sec 8, Delhi",28.5708,77.0712,277.0,505.5,85.5,25.0,4.28,25.9,6.8,100.0,2.1,1.0,494.0,Severe
2020-01-15 12:00:00,2020-01-15,2020,1,15,12,Wednesday,0.0,winter,Delhi,"Dwarka Sec 8, Delhi",28.5708,77.0712,237.6,384.6,75.7,24.2,4.19,28.6,19.6,62.0,7.4,2.9,390.0,Very Poor
2020-01-15 18:00:00,2020-01-15,2020,1,15,18,Wednesday,0.0,winter,Delhi,"Dwarka Sec 8, Delhi",28.5708,77.0712,216.0,436.4,102.4,15.3,5.29,24.7,12.7,49.0,4.3,1.4,408.0,Severe
2020-01-15 23:00:00,2020-01-15,2020,1,15,23,Wednesday,0.0,winter,Delhi,"Dwarka Sec 8, Delhi",28.5708,77.0712,245.1,461.6,100.8,20.0,4.24,20.0,14.2,48.0,3.9,3.0,440.0,Severe
2020-01-15 06:00:00,2020-01-15,2020,1,15,6,Wednesday,0.0,winter,Delhi,"NSIT Dwarka, Delhi",28.6089,77.0327,266.3,501.3,86.7,21.5,4.21,20.3,9.7,96.0,3.7,2.5,489.0,Severe
2020-01-15 12:00:00,2020-01-15,2020,1,15,12,Wednesday,0.0,winter,Delhi,"NSIT Dwarka, Delhi",28.6089,77.0327,183.9,331.3,76.0,10.4,2.75,38.9,18.9,58.0,5.5,2.1,349.0,Very Poor
2020-01-15 18:00:00,2020-01-15,2020,1,15,18,Wednesday,0.0,winter,Delhi,"NSIT Dwarka, Delhi",28.6089,77.0327,283.9,551.3,113.2,20.8,5.66,20.2,14.5,51.0,5.0,1.8,500.0,Severe
2020-01-15 23:00:00,2020-01-15,2020,1,15,23,Wednesday,0.0,winter,Delhi,"NSIT Dwarka, Delhi",28.6089,77.0327,238.0,473.3,90.9,23.6,4.27,26.8,13.3,54.0,5.3,2.9,454.0,Severe
2020-01-15 06:00:00,2020-01-15,2020,1,15,6,Wednesday,0.0,winter,Delhi,"Mandir Marg, Delhi",28.6362,77.201,269.7,566.6,93.7,27.3,4.71,22.3,8.6,100.0,3.4,1.7,500.0,Severe
2020-01-15 12:00:00,2020-01-15,2020,1,15,12,Wednesday,0.0,winter,Delhi,"Mandir Marg, Delhi",28.6362,77.201,237.1,460.1,86.5,22.4,4.19,26.0,20.8,62.0,8.7,1.4,438.0,Severe
2020-01-15 18:00:00,2020-01-15,2020,1,15,18,Wednesday,0.0,winter,Delhi,"Mandir Marg, Delhi",28.6362,77.201,228.9,446.4,98.4,22.8,4.68,21.5,13.8,49.0,6.0,2.6,420.0,Severe
2020-01-15 23:00:00,2020-01-15,2020,1,15,23,Wednesday,0.0,winter,Delhi,"Mandir Marg, Delhi",28.6362,77.201,265.1,501.9,90.1,26.1,4.34,28.9,15.4,60.0,3.6,2.3,490.0,Severe
2020-01-15 06:00:00,2020-01-15,2020,1,15,6,Wednesday,0.0,winter,Noida,Noida Sec 62,28.6246,77.3649,276.7,570.5,90.4,15.8,4.52,25.7,8.8,100.0,3.1,2.3,500.0,Severe
2020-01-15 12:00:00,2020-01-15,2020,1,15,12,Wednesday,0.0,winter,Noida,Noida Sec 62,28.6246,77.3649,225.8,417.2,74.1,13.9,3.07,30.0,20.5,49.0,7.0,1.5,384.0,Very Poor
2020-01-15 18:00:00,2020-01-15,2020,1,15,18,Wednesday,0.0,winter,Noida,Noida Sec 62,28.6246,77.3649,301.2,547.5,142.5,22.3,6.6,13.4,14.5,49.0,4.8,1.4,500.0,Severe
2020-01-15 23:00:00,2020-01-15,2020,1,15,23,Wednesday,0.0,winter,Noida,Noida Sec 62,28.6246,77.3649,304.2,636.6,99.6,25.0,4.09,15.3,15.8,51.0,5.5,1.2,500.0,Severe
2020-01-15 06:00:00,2020-01-15,2020,1,15,6,Wednesday,0.0,winter,Noida,Noida Sec 125,28.5447,77.323,295.7,596.4,118.7,17.4,4.84,27.5,7.4,98.0,3.8,2.5,500.0,Severe
2020-01-15 12:00:00,2020-01-15,2020,1,15,12,Wednesday,0.0,winter,Noida,Noida Sec 125,28.5447,77.323,216.6,348.4,88.7,18.9,3.68,23.3,20.6,52.0,5.7,1.2,374.0,Very Poor
2020-01-15 18:00:00,2020-01-15,2020,1,15,18,Wednesday,0.0,winter,Noida,Noida Sec 125,28.5447,77.323,300.5,657.9,142.6,17.2,7.11,16.0,13.8,47.0,4.3,1.0,500.0,Severe
2020-01-15 23:00:00,2020-01-15,2020,1,15,23,Wednesday,0.0,winter,Noida,Noida Sec 125,28.5447,77.323,270.9,566.5,97.8,18.3,4.43,24.3,13.0,54.0,5.0,1.4,500.0,Severe
2020-01-15 06:00:00,2020-01-15,2020,1,15,6,Wednesday,0.0,winter,Noida,Greater Noida,28.4744,77.504,327.9,714.0,123.1,24.6,4.31,17.3,6.5,100.0,3.5,0.8,500.0,Severe
2020-01-15 12:00:00,2020-01-15,2020,1,15,12,Wednesday,0.0,winter,Noida,Greater Noida,28.4744,77.504,207.3,450.6,84.4,12.2,2.6,25.0,18.6,57.0,9.9,2.5,426.0,Severe
2020-01-15 18:00:00,2020-01-15,2020,1,15,18,Wednesday,0.0,winter,Noida,Greater Noida,28.4744,77.504,254.0,491.0,134.2,18.2,4.77,26.0,13.3,63.0,4.2,1.2,476.0,Severe
2020-01-15 23:00:00,2020-01-15,2020,1,15,23,Wednesday,0.0,winter,Noida,Greater Noida,28.4744,77.504,285.1,545.4,102.6,18.7,4.21,25.2,15.5,59.0,4.5,2.7,500.0,Severe
2020-01-15 06:00:00,2020-01-15,2020,1,15,6,Wednesday,0.0,winter,Gurugram,Gurugram Vikas Sadan,28.4502,77.0266,394.3,813.5,112.1,29.7,5.49,16.8,9.6,100.0,3.8,1.2,500.0,Severe
2020-01-15 12:00:00,2020-01-15,2020,1,15,12,Wednesday,0.0,winter,Gurugram,Gurugram Vikas Sadan,28.4502,77.0266,245.2,409.2,92.5,23.1,3.05,24.6,18.3,49.0,9.0,1.5,396.0,Very Poor
2020-01-15 18:00:00,2020-01-15,2020,1,15,18,Wednesday,0.0,winter,Gurugram,Gurugram Vikas Sadan,28.4502,77.0266,316.2,508.4,185.1,30.2,6.85,15.0,12.7,50.0,5.7,1.4,498.0,Severe
2020-01-15 23:00:00,2020-01-15,2020,1,15,23,Wednesday,0.0,winter,Gurugram,Gurugram Vikas Sadan,28.4502,77.0266,313.4,643.5,108.9,29.3,4.64,17.9,13.4,58.0,4.3,0.6,500.0,Severe
2020-01-15 06:00:00,2020-01-15,2020,1,15,6,Wednesday,0.0,winter,Gurugram,Gurugram Sec 51,28.423,77.047,307.9,610.6,115.4,22.1,4.27,17.1,7.2,100.0,2.8,0.9,500.0,Severe
2020-01-15 12:00:00,2020-01-15,2020,1,15,12,Wednesday,0.0,winter,Gurugram,Gurugram Sec 51,28.423,77.047,257.0,504.3,99.6,19.3,3.67,22.5,18.2,62.0,5.4,2.2,493.0,Severe
2020-01-15 18:00:00,2020-01-15,2020,1,15,18,Wednesday,0.0,winter,Gurugram,Gurugram Sec 51,28.423,77.047,292.5,506.1,140.0,19.1,6.5,25.7,15.6,59.0,4.9,2.5,495.0,Severe
2020-01-15 23:00:00,2020-01-15,2020,1,15,23,Wednesday,0.0,winter,Gurugram,Gurugram Sec 51,28.423,77.047,336.3,542.1,128.6,32.7,4.46,12.6,14.1,50.0,6.6,1.0,500.0,Severe
2020-01-15 06:00:00,2020-01-15,2020,1,15,6,Wednesday,0.0,winter,Faridabad,Faridabad Sec 16A,28.4089,77.3178,413.9,787.2,126.3,23.5,5.64,16.9,6.2,100.0,3.4,0.3,500.0,Severe
2020-01-15 12:00:00,2020-01-15,2020,1,15,12,Wednesday,0.0,winter,Faridabad,Faridabad Sec 16A,28.4089,77.3178,225.5,372.3,69.2,15.7,3.79,29.3,20.1,55.0,9.9,1.5,381.0,Very Poor
2020-01-15 18:00:00,2020-01-15,2020,1,15,18,Wednesday,0.0,winter,Faridabad,Faridabad Sec 16A,28.4089,77.3178,279.0,560.6,182.2,21.7,6.23,21.4,12.3,64.0,5.9,2.2,500.0,Severe
2020-01-15 23:00:00,2020-01-15,2020,1,15,23,Wednesday,0.0,winter,Faridabad,Faridabad Sec 16A,28.4089,77.3178,284.8,569.9,108.3,19.7,3.95,21.8,15.9,51.0,5.0,2.6,500.0,Severe
2020-01-15 06:00:00,2020-01-15,2020,1,15,6,Wednesday,0.0,winter,Faridabad,Faridabad New Town,28.3722,77.3099,267.4,479.9,85.3,25.9,3.66,24.8,8.6,100.0,2.2,1.3,462.0,Severe
2020-01-15 12:00:00,2020-01-15,2020,1,15,12,Wednesday,0.0,winter,Faridabad,Faridabad New Town,28.3722,77.3099,242.6,479.6,94.2,20.9,3.28,29.2,19.3,59.0,9.2,2.7,462.0,Severe
2020-01-15 18:00:00,2020-01-15,2020,1,15,18,Wednesday,0.0,winter,Faridabad,Faridabad New Town,28.3722,77.3099,287.8,524.7,183.0,17.2,6.28,29.2,13.6,61.0,4.7,2.5,500.0,Severe
2020-01-15 23:00:00,2020-01-15,2020,1,15,23,Wednesday,0.0,winter,Faridabad,Faridabad New Town,28.3722,77.3099,343.3,587.8,103.5,20.8,4.95,17.4,15.4,48.0,4.2,0.5,500.0,Severe
2020-01-15 06:00:00,2020-01-15,2020,1,15,6,Wednesday,0.0,winter,Ghaziabad,Ghaziabad Vasundhara,28.6605,77.3573,405.2,722.8,168.5,32.5,6.94,17.5,9.1,100.0,3.8,0.2,500.0,Severe
2020-01-15 12:00:00,2020-01-15,2020,1,15,12,Wednesday,0.0,winter,Ghaziabad,Ghaziabad Vasundhara,28.6605,77.3573,241.2,387.1,100.2,24.6,3.88,28.4,19.0,49.0,8.0,1.1,393.0,Very Poor
2020-01-15 18:00:00,2020-01-15,2020,1,15,18,Wednesday,0.0,winter,Ghaziabad,Ghaziabad Vasundhara,28.6605,77.3573,265.1,479.4,161.4,25.1,5.01,27.8,13.0,49.0,6.2,1.1,462.0,Severe
2020-01-15 23:00:00,2020-01-15,2020,1,15,23,Wednesday,0.0,winter,Ghaziabad,Ghaziabad Vasundhara,28.6605,77.3573,319.9,672.5,124.2,24.8,5.39,17.8,14.1,49.0,4.1,1.0,500.0,Severe
2020-01-15 06:00:00,2020-01-15,2020,1,15,6,Wednesday,0.0,winter,Ghaziabad,Ghaziabad Loni,28.7529,77.2782,340.8,700.8,129.4,25.9,6.11,17.8,6.0,100.0,2.8,1.0,500.0,Severe
2020-01-15 12:00:00,2020-01-15,2020,1,15,12,Wednesday,0.0,winter,Ghaziabad,Ghaziabad Loni,28.7529,77.2782,299.3,603.8,109.1,35.0,5.1,25.8,17.3,46.0,9.6,1.2,500.0,Severe
2020-01-15 18:00:00,2020-01-15,2020,1,15,18,Wednesday,0.0,winter,Ghaziabad,Ghaziabad Loni,28.7529,77.2782,315.7,612.5,152.3,27.6,7.88,17.7,14.2,63.0,4.2,1.4,500.0,Severe
2020-01-15 23:00:00,2020-01-15,2020,1,15,23,Wednesday,0.0,winter,Ghaziabad,Ghaziabad Loni,28.7529,77.2782,339.0,604.5,101.0,33.9,4.51,15.1,15.5,58.0,6.4,1.5,500.0,Severe
2020-01-16 06:00:00,2020-01-16,2020,1,16,6,Thursday,0.0,winter,Delhi,"Anand Vihar, Delhi",28.6469,77.3164,412.7,904.0,148.8,52.3,5.68,14.5,7.7,100.0,2.4,0.3,500.0,Severe
2020-01-16 12:00:00,2020-01-16,2020,1,16,12,Thursday,0.0,winter,Delhi,"Anand Vihar, Delhi",28.6469,77.3164,260.4,505.1,99.3,23.7,3.14,23.5,20.3,56.0,5.7,1.5,494.0,Severe
2020-01-16 18:00:00,2020-01-16,2020,1,16,18,Thursday,0.0,winter,Delhi,"Anand Vihar, Delhi",28.6469,77.3164,338.0,736.9,205.9,35.3,6.4,15.8,13.1,58.0,4.8,1.5,500.0,Severe
2020-01-16 23:00:00,2020-01-16,2020,1,16,23,Thursday,0.0,winter,Delhi,"Anand Vihar, Delhi",28.6469,77.3164,401.1,668.7,154.5,52.9,4.94,13.0,12.6,62.0,3.6,0.5,500.0,Severe
2020-01-16 06:00:00,2020-01-16,2020,1,16,6,Thursday,0.0,winter,Delhi,"Jahangirpuri, Delhi",28.7299,77.1718,409.2,826.3,140.6,43.2,6.6,17.8,8.5,100.0,2.4,0.4,500.0,Severe
2020-01-16 12:00:00,2020-01-16,2020,1,16,12,Thursday,0.0,winter,Delhi,"Jahangirpuri, Delhi",28.7299,77.1718,310.5,606.0,128.2,38.6,5.22,13.4,17.8,48.0,7.8,0.8,500.0,Severe
2020-01-16 18:00:00,2020-01-16,2020,1,16,18,Thursday,0.0,winter,Delhi,"Jahangirpuri, Delhi",28.7299,77.1718,320.9,661.7,154.4,29.2,5.87,15.1,14.9,56.0,5.5,0.7,500.0,Severe
2020-01-16 23:00:00,2020-01-16,2020,1,16,23,Thursday,0.0,winter,Delhi,"Jahangirpuri, Delhi",28.7299,77.1718,347.0,653.4,124.5,29.9,5.39,15.2,14.7,60.0,4.3,1.3,500.0,Severe
2020-01-16 06:00:00,2020-01-16,2020,1,16,6,Thursday,0.0,winter,Delhi,"Wazirpur, Delhi",28.6999,77.1653,336.2,642.9,136.1,42.3,4.97,17.4,6.3,100.0,2.6,0.8,500.0,Severe
2020-01-16 12:00:00,2020-01-16,2020,1,16,12,Thursday,0.0,winter,Delhi,"Wazirpur, Delhi",28.6999,77.1653,237.6,454.4,93.7,17.8,3.98,21.7,18.0,53.0,10.1,2.1,430.0,Severe
2020-01-16 18:00:00,2020-01-16,2020,1,16,18,Thursday,0.0,winter,Delhi,"Wazirpur, Delhi",28.6999,77.1653,284.4,548.2,136.1,32.2,6.16,20.0,13.3,61.0,4.9,1.6,500.0,Severe
2020-01-16 23:00:00,2020-01-16,2020,1,16,23,Thursday,0.0,winter,Delhi,"Wazirpur, Delhi",28.6999,77.1653,299.7,610.2,91.2,22.9,4.01,21.4,12.3,64.0,4.4,1.9,500.0,Severe
2020-01-16 06:00:00,2020-01-16,2020,1,16,6,Thursday,0.0,winter,Delhi,"Bawana, Delhi",28.7762,77.051,400.3,670.1,159.3,51.9,5.2,12.8,9.3,100.0,3.3,0.4,500.0,Severe
2020-01-16 12:00:00,2020-01-16,2020,1,16,12,Thursday,0.0,winter,Delhi,"Bawana, Delhi",28.7762,77.051,243.6,467.5,77.7,30.4,4.11,21.1,20.3,46.0,6.7,1.8,447.0,Severe
2020-01-16 18:00:00,2020-01-16,2020,1,16,18,Thursday,0.0,winter,Delhi,"Bawana, Delhi",28.7762,77.051,328.4,681.7,137.9,31.2,6.24,13.5,15.3,48.0,4.8,1.3,500.0,Severe
2020-01-16 23:00:00,2020-01-16,2020,1,16,23,Thursday,0.0,winter,Delhi,"Bawana, Delhi",28.7762,77.051,412.2,673.6,171.5,39.4,5.13,14.5,14.3,64.0,6.6,0.5,500.0,Severe
2020-01-16 06:00:00,2020-01-16,2020,1,16,6,Thursday,0.0,winter,Delhi,"ITO, Delhi",28.6289,77.2414,297.2,605.9,99.8,27.7,4.76,21.3,8.1,100.0,3.1,2.2,500.0,Severe
2020-01-16 12:00:00,2020-01-16,2020,1,16,12,Thursday,0.0,winter,Delhi,"ITO, Delhi",28.6289,77.2414,224.5,393.3,88.3,16.7,2.8,25.2,19.0,57.0,9.4,2.9,380.0,Very Poor
2020-01-16 18:00:00,2020-01-16,2020,1,16,18,Thursday,0.0,winter,Delhi,"ITO, Delhi",28.6289,77.2414,261.3,431.3,120.2,22.7,5.61,21.9,13.8,46.0,4.6,2.3,409.0,Severe
2020-01-16 23:00:00,2020-01-16,2020,1,16,23,Thursday,0.0,winter,Delhi,"ITO, Delhi",28.6289,77.2414,348.1,723.8,115.5,33.4,5.25,13.5,15.8,63.0,3.5,0.7,500.0,Severe
2020-01-16 06:00:00,2020-01-16,2020,1,16,6,Thursday,0.0,winter,Delhi,"Punjabi Bagh, Delhi",28.6683,77.1311,389.0,684.3,114.2,39.1,5.33,16.8,8.3,100.0,3.1,1.2,500.0,Severe
2020-01-16 12:00:00,2020-01-16,2020,1,16,12,Thursday,0.0,winter,Delhi,"Punjabi Bagh, Delhi",28.6683,77.1311,265.2,565.0,103.2,23.8,4.19,29.2,17.6,61.0,9.4,1.0,500.0,Severe
2020-01-16 18:00:00,2020-01-16,2020,1,16,18,Thursday,0.0,winter,Delhi,"Punjabi Bagh, Delhi",28.6683,77.1311,297.1,507.6,155.2,17.8,7.47,24.5,13.8,63.0,3.6,1.6,497.0,Severe
2020-01-16 23:00:00,2020-01-16,2020,1,16,23,Thursday,0.0,winter,Delhi,"Punjabi Bagh, Delhi",28.6683,77.1311,305.7,655.9,121.3,18.4,3.69,12.0,14.0,61.0,4.2,1.0,500.0,Severe
2020-01-16 06:00:00,2020-01-16,2020,1,16,6,Thursday,0.0,winter,Delhi,"Okhla Phase 2, Delhi",28.5308,77.271,377.9,731.0,118.8,32.9,6.33,16.4,6.4,100.0,3.8,0.7,500.0,Severe
2020-01-16 12:00:00,2020-01-16,2020,1,16,12,Thursday,0.0,winter,Delhi,"Okhla Phase 2, Delhi",28.5308,77.271,231.1,460.2,87.4,16.5,2.83,26.6,17.6,57.0,6.2,2.1,438.0,Severe
2020-01-16 18:00:00,2020-01-16,2020,1,16,18,Thursday,0.0,winter,Delhi,"Okhla Phase 2, Delhi",28.5308,77.271,266.0,509.2,165.8,21.0,5.45,21.4,13.3,52.0,5.3,2.0,499.0,Severe
2020-01-16 23:00:00,2020-01-16,2020,1,16,23,Thursday,0.0,winter,Delhi,"Okhla Phase 2, Delhi",28.5308,77.271,273.7,571.7,107.0,19.4,4.09,20.6,13.3,61.0,4.0,2.7,500.0,Severe
2020-01-16 06:00:00,2020-01-16,2020,1,16,6,Thursday,0.0,winter,Delhi,"Shadipur, Delhi",28.6519,77.1579,361.6,762.0,122.5,32.7,6.43,12.9,7.2,100.0,3.2,1.5,500.0,Severe
2020-01-16 12:00:00,2020-01-16,2020,1,16,12,Thursday,0.0,winter,Delhi,"Shadipur, Delhi",28.6519,77.1579,214.8,384.5,74.1,20.9,3.32,27.3,18.7,63.0,10.1,2.4,373.0,Very Poor
2020-01-16 18:00:00,2020-01-16,2020,1,16,18,Thursday,0.0,winter,Delhi,"Shadipur, Delhi",28.6519,77.1579,312.6,649.1,159.8,26.5,6.44,15.4,12.5,48.0,5.6,1.3,500.0,Severe
2020-01-16 23:00:00,2020-01-16,2020,1,16,23,Thursday,0.0,winter,Delhi,"Shadipur, Delhi",28.6519,77.1579,314.7,629.0,103.6,32.3,5.22,15.5,13.7,48.0,3.5,0.9,500.0,Severe
